deck	direction	front	back	source_chapter	entry_type	notes
Chapter 36-40	Korean -> English	공사	construction; repair work	36	vocabulary	Noun.
Chapter 36-40	English -> Korean	construction; repair work	공사	36	vocabulary	Noun.
Chapter 36-40	Korean -> English	소음	noise	36	vocabulary	Noun.
Chapter 36-40	English -> Korean	noise	소음	36	vocabulary	Noun.
Chapter 36-40	Korean -> English	이웃	neighbor	36	vocabulary	Noun.
Chapter 36-40	English -> Korean	neighbor	이웃	36	vocabulary	Noun.
Chapter 36-40	Korean -> English	공지	notice	36	vocabulary	Noun.
Chapter 36-40	English -> Korean	notice	공지	36	vocabulary	Noun.
Chapter 36-40	Korean -> English	표지	sign	36	vocabulary	Noun.
Chapter 36-40	English -> Korean	sign	표지	36	vocabulary	Noun.
Chapter 36-40	Korean -> English	안전하다	be safe	36	vocabulary	Predicate.
Chapter 36-40	English -> Korean	be safe	안전하다	36	vocabulary	Predicate.
Chapter 36-40	Korean -> English	환승	transfer	37	vocabulary	Noun.
Chapter 36-40	English -> Korean	transfer	환승	37	vocabulary	Noun.
Chapter 36-40	Korean -> English	노선	route; line	37	vocabulary	Noun.
Chapter 36-40	English -> Korean	route; line	노선	37	vocabulary	Noun.
Chapter 36-40	Korean -> English	출구	exit	37	vocabulary	Noun.
Chapter 36-40	English -> Korean	exit	출구	37	vocabulary	Noun.
Chapter 36-40	Korean -> English	지도	map	37	vocabulary	Noun.
Chapter 36-40	English -> Korean	map	지도	37	vocabulary	Noun.
Chapter 36-40	Korean -> English	정류장	stop; station	37	vocabulary	Noun.
Chapter 36-40	English -> Korean	stop; station	정류장	37	vocabulary	Noun.
Chapter 36-40	Korean -> English	기다리다	wait	37	vocabulary	Verb.
Chapter 36-40	English -> Korean	wait	기다리다	37	vocabulary	Verb.
Chapter 36-40	Korean -> English	예보	forecast	38	vocabulary	Noun.
Chapter 36-40	English -> Korean	forecast	예보	38	vocabulary	Noun.
Chapter 36-40	Korean -> English	기온	temperature	38	vocabulary	Noun.
Chapter 36-40	English -> Korean	temperature	기온	38	vocabulary	Noun.
Chapter 36-40	Korean -> English	바람	wind	38	vocabulary	Noun.
Chapter 36-40	English -> Korean	wind	바람	38	vocabulary	Noun.
Chapter 36-40	Korean -> English	흐리다	be cloudy	38	vocabulary	Predicate.
Chapter 36-40	English -> Korean	be cloudy	흐리다	38	vocabulary	Predicate.
Chapter 36-40	Korean -> English	따뜻하다	be warm	38	vocabulary	Predicate.
Chapter 36-40	English -> Korean	be warm	따뜻하다	38	vocabulary	Predicate.
Chapter 36-40	Korean -> English	추워지다	become cold	38	vocabulary	Verb.
Chapter 36-40	English -> Korean	become cold	추워지다	38	vocabulary	Verb.
Chapter 36-40	Korean -> English	발표	presentation	39	vocabulary	Noun.
Chapter 36-40	English -> Korean	presentation	발표	39	vocabulary	Noun.
Chapter 36-40	Korean -> English	자료	material; handout	39	vocabulary	Noun.
Chapter 36-40	English -> Korean	material; handout	자료	39	vocabulary	Noun.
Chapter 36-40	Korean -> English	순서	order	39	vocabulary	Noun.
Chapter 36-40	English -> Korean	order	순서	39	vocabulary	Noun.
Chapter 36-40	Korean -> English	설명하다	explain	39	vocabulary	Verb.
Chapter 36-40	English -> Korean	explain	설명하다	39	vocabulary	Verb.
Chapter 36-40	Korean -> English	질문	question	39	vocabulary	Noun.
Chapter 36-40	English -> Korean	question	질문	39	vocabulary	Noun.
Chapter 36-40	Korean -> English	연습하다	practice	39	vocabulary	Verb.
Chapter 36-40	English -> Korean	practice	연습하다	39	vocabulary	Verb.
Chapter 36-40	Korean -> English	박물관	museum	40	vocabulary	Noun.
Chapter 36-40	English -> Korean	museum	박물관	40	vocabulary	Noun.
Chapter 36-40	Korean -> English	전시	exhibition	40	vocabulary	Noun.
Chapter 36-40	English -> Korean	exhibition	전시	40	vocabulary	Noun.
Chapter 36-40	Korean -> English	작품	artwork	40	vocabulary	Noun.
Chapter 36-40	English -> Korean	artwork	작품	40	vocabulary	Noun.
Chapter 36-40	Korean -> English	관람하다	view; visit an exhibit	40	vocabulary	Verb.
Chapter 36-40	English -> Korean	view; visit an exhibit	관람하다	40	vocabulary	Verb.
Chapter 36-40	Korean -> English	경험	experience	40	vocabulary	Noun.
Chapter 36-40	English -> Korean	experience	경험	40	vocabulary	Noun.
Chapter 36-40	Korean -> English	기억	memory	40	vocabulary	Noun.
Chapter 36-40	English -> Korean	memory	기억	40	vocabulary	Noun.
