deck	direction	front	back	source_chapter	entry_type	notes
Chapter 26-30	Korean -> English	도서관	library	26	vocabulary	Noun.
Chapter 26-30	English -> Korean	library	도서관	26	vocabulary	Noun.
Chapter 26-30	Korean -> English	빌려요	borrow; check out	26	function word	Verb.
Chapter 26-30	English -> Korean	borrow; check out	빌려요	26	function word	Verb.
Chapter 26-30	Korean -> English	같이	together	26	function word	Adverb.
Chapter 26-30	English -> Korean	together	같이	26	function word	Adverb.
Chapter 26-30	Korean -> English	조용히	quietly	26	function word	Adverb.
Chapter 26-30	English -> Korean	quietly	조용히	26	function word	Adverb.
Chapter 26-30	Korean -> English	시장	market	27	vocabulary	Noun.
Chapter 26-30	English -> Korean	market	시장	27	vocabulary	Noun.
Chapter 26-30	Korean -> English	사과	apple	27	vocabulary	Noun.
Chapter 26-30	English -> Korean	apple	사과	27	vocabulary	Noun.
Chapter 26-30	Korean -> English	주세요	please give	27	function word	Request form.
Chapter 26-30	English -> Korean	please give	주세요	27	function word	Request form.
Chapter 26-30	Korean -> English	얼마예요?	how much is it?	27	function word	Price question.
Chapter 26-30	English -> Korean	how much is it?	얼마예요?	27	function word	Price question.
Chapter 26-30	Korean -> English	저녁	dinner; evening	28	vocabulary	Noun.
Chapter 26-30	English -> Korean	dinner; evening	저녁	28	vocabulary	Noun.
Chapter 26-30	Korean -> English	밥	rice; meal	28	vocabulary	Noun.
Chapter 26-30	English -> Korean	rice; meal	밥	28	vocabulary	Noun.
Chapter 26-30	Korean -> English	먹고 싶어요	want to eat	28	function word	Desire phrase.
Chapter 26-30	English -> Korean	want to eat	먹고 싶어요	28	function word	Desire phrase.
Chapter 26-30	Korean -> English	마시고 싶어요	want to drink	28	function word	Desire phrase.
Chapter 26-30	English -> Korean	want to drink	마시고 싶어요	28	function word	Desire phrase.
Chapter 26-30	Korean -> English	내일	tomorrow	29	vocabulary	Time word.
Chapter 26-30	English -> Korean	tomorrow	내일	29	vocabulary	Time word.
Chapter 26-30	Korean -> English	공원	park	29	vocabulary	Noun.
Chapter 26-30	English -> Korean	park	공원	29	vocabulary	Noun.
Chapter 26-30	Korean -> English	가요	go	29	function word	Verb.
Chapter 26-30	English -> Korean	go	가요	29	function word	Verb.
Chapter 26-30	Korean -> English	산책해요	take a walk	29	function word	Verb.
Chapter 26-30	English -> Korean	take a walk	산책해요	29	function word	Verb.
Chapter 26-30	Korean -> English	병원	hospital; clinic	30	vocabulary	Noun.
Chapter 26-30	English -> Korean	hospital; clinic	병원	30	vocabulary	Noun.
Chapter 26-30	Korean -> English	아파요	hurt; be sick	30	function word	Predicate.
Chapter 26-30	English -> Korean	hurt; be sick	아파요	30	function word	Predicate.
Chapter 26-30	Korean -> English	약	medicine	30	vocabulary	Noun.
Chapter 26-30	English -> Korean	medicine	약	30	vocabulary	Noun.
Chapter 26-30	Korean -> English	먹어야 해요	have to take; have to eat	30	function word	Obligation phrase.
Chapter 26-30	English -> Korean	have to take; have to eat	먹어야 해요	30	function word	Obligation phrase.
