card_id	deck	kind	source_chapter	prompt_language	answer_language	prompt	accepted_answers	distractors	explanation	lexical_ids	grammar_ids	geographic_ids	provenance_path	provenance_locator	provenance_evidence	examples	tags
zh-tghz2013-level-1/0017-map-01/hans-to-hant	通用规范汉字表 第1级	vocabulary	17	zh-Hans	zh-Hant	了（了解）	"[""瞭（瞭解）""]"	[]		"[""zh-tghz2013.0017"",""zh-tghz2013.0017.map-01""]"	[]	[]	sources/mappings.tsv	规范字编号 0017；对应码 17_1	我已经了解事情的经过。 ⇄ 我已經瞭解事情的經過。	"[""我已经了解事情的经过。"",""我已經瞭解事情的經過。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-1"",""bidirectional"",""one-context-sentence"",""hans-to-hant""]"
zh-tghz2013-level-1/0017-map-01/hant-to-hans	通用规范汉字表 第1级	vocabulary	17	zh-Hant	zh-Hans	瞭（瞭解）	"[""了（了解）""]"	[]		"[""zh-tghz2013.0017"",""zh-tghz2013.0017.map-01""]"	[]	[]	sources/mappings.tsv	规范字编号 0017；对应码 17_1	我已经了解事情的经过。 ⇄ 我已經瞭解事情的經過。	"[""我已经了解事情的经过。"",""我已經瞭解事情的經過。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-1"",""bidirectional"",""one-context-sentence"",""hant-to-hans""]"
zh-tghz2013-level-1/0159-map-01/hans-to-hant	通用规范汉字表 第1级	vocabulary	159	zh-Hans	zh-Hant	凤（凤凰）	"[""鳳（鳳凰）""]"	[]		"[""zh-tghz2013.0159"",""zh-tghz2013.0159.map-01""]"	[]	[]	sources/mappings.tsv	规范字编号 0159；对应码 159_1	传说中的凤凰从烈火中重生。 ⇄ 傳說中的鳳凰從烈火中重生。	"[""传说中的凤凰从烈火中重生。"",""傳說中的鳳凰從烈火中重生。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-1"",""bidirectional"",""one-context-sentence"",""hans-to-hant""]"
zh-tghz2013-level-1/0159-map-01/hant-to-hans	通用规范汉字表 第1级	vocabulary	159	zh-Hant	zh-Hans	鳳（鳳凰）	"[""凤（凤凰）""]"	[]		"[""zh-tghz2013.0159"",""zh-tghz2013.0159.map-01""]"	[]	[]	sources/mappings.tsv	规范字编号 0159；对应码 159_1	传说中的凤凰从烈火中重生。 ⇄ 傳說中的鳳凰從烈火中重生。	"[""传说中的凤凰从烈火中重生。"",""傳說中的鳳凰從烈火中重生。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-1"",""bidirectional"",""one-context-sentence"",""hant-to-hans""]"
zh-tghz2013-level-1/0407-map-01/hans-to-hant	通用规范汉字表 第1级	vocabulary	407	zh-Hans	zh-Hant	划（计划）	"[""劃（計劃）""]"	[]		"[""zh-tghz2013.0407"",""zh-tghz2013.0407.map-01""]"	[]	[]	sources/mappings.tsv	规范字编号 0407；对应码 407_1	我们计划明年去日本旅行。 ⇄ 我們計劃明年去日本旅行。	"[""我们计划明年去日本旅行。"",""我們計劃明年去日本旅行。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-1"",""bidirectional"",""one-context-sentence"",""hans-to-hant""]"
zh-tghz2013-level-1/0407-map-01/hant-to-hans	通用规范汉字表 第1级	vocabulary	407	zh-Hant	zh-Hans	劃（計劃）	"[""划（计划）""]"	[]		"[""zh-tghz2013.0407"",""zh-tghz2013.0407.map-01""]"	[]	[]	sources/mappings.tsv	规范字编号 0407；对应码 407_1	我们计划明年去日本旅行。 ⇄ 我們計劃明年去日本旅行。	"[""我们计划明年去日本旅行。"",""我們計劃明年去日本旅行。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-1"",""bidirectional"",""one-context-sentence"",""hant-to-hans""]"
zh-tghz2013-level-1/0439-map-01/hans-to-hant	通用规范汉字表 第1级	vocabulary	439	zh-Hans	zh-Hant	岂（岂非）	"[""豈（豈非）""]"	[]		"[""zh-tghz2013.0439"",""zh-tghz2013.0439.map-01""]"	[]	[]	sources/mappings.tsv	规范字编号 0439；对应码 439_1	这样做岂非浪费时间？ ⇄ 這樣做豈非浪費時間？	"[""这样做岂非浪费时间？"",""這樣做豈非浪費時間？""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-1"",""bidirectional"",""one-context-sentence"",""hans-to-hant""]"
zh-tghz2013-level-1/0439-map-01/hant-to-hans	通用规范汉字表 第1级	vocabulary	439	zh-Hant	zh-Hans	豈（豈非）	"[""岂（岂非）""]"	[]		"[""zh-tghz2013.0439"",""zh-tghz2013.0439.map-01""]"	[]	[]	sources/mappings.tsv	规范字编号 0439；对应码 439_1	这样做岂非浪费时间？ ⇄ 這樣做豈非浪費時間？	"[""这样做岂非浪费时间？"",""這樣做豈非浪費時間？""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-1"",""bidirectional"",""one-context-sentence"",""hant-to-hans""]"
zh-tghz2013-level-1/0445-map-01/hans-to-hant	通用规范汉字表 第1级	vocabulary	445	zh-Hans	zh-Hant	朱（朱红）	"[""硃（硃紅）""]"	[]		"[""zh-tghz2013.0445"",""zh-tghz2013.0445.map-01""]"	[]	[]	sources/mappings.tsv	规范字编号 0445；对应码 445_1	她用朱红色颜料画了一朵花。 ⇄ 她用硃紅色顏料畫了一朵花。	"[""她用朱红色颜料画了一朵花。"",""她用硃紅色顏料畫了一朵花。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-1"",""bidirectional"",""one-context-sentence"",""hans-to-hant""]"
zh-tghz2013-level-1/0445-map-01/hant-to-hans	通用规范汉字表 第1级	vocabulary	445	zh-Hant	zh-Hans	硃（硃紅）	"[""朱（朱红）""]"	[]		"[""zh-tghz2013.0445"",""zh-tghz2013.0445.map-01""]"	[]	[]	sources/mappings.tsv	规范字编号 0445；对应码 445_1	她用朱红色颜料画了一朵花。 ⇄ 她用硃紅色顏料畫了一朵花。	"[""她用朱红色颜料画了一朵花。"",""她用硃紅色顏料畫了一朵花。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-1"",""bidirectional"",""one-context-sentence"",""hant-to-hans""]"
