deck	direction	front	back	source_chapter	entry_type	notes
Chapter 1-5	English -> Chinese	Meaning: hello	Characters: 你好\nPinyin: nǐ hǎo\nZhuyin: ㄋㄧˇ ㄏㄠˇ	1	vocabulary	Fixed greeting expression.
Chapter 1-5	Chinese -> English	Characters: 你好	Meaning: hello\nPinyin: nǐ hǎo\nZhuyin: ㄋㄧˇ ㄏㄠˇ	1	vocabulary	Fixed greeting expression.
Chapter 1-5	Pinyin -> Chinese	Pinyin: nǐ hǎo\nZhuyin: ㄋㄧˇ ㄏㄠˇ	Meaning: hello\nCharacters: 你好	1	vocabulary	Fixed greeting expression.
Chapter 1-5	English -> Chinese	Meaning: I / me	Characters: 我\nPinyin: wǒ\nZhuyin: ㄨㄛˇ	1	function word	First-person pronoun.
Chapter 1-5	Chinese -> English	Characters: 我	Meaning: I / me\nPinyin: wǒ\nZhuyin: ㄨㄛˇ	1	function word	First-person pronoun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: wǒ\nZhuyin: ㄨㄛˇ	Meaning: I / me\nCharacters: 我	1	function word	First-person pronoun.
Chapter 1-5	English -> Chinese	Meaning: am / is / are	Characters: 是\nPinyin: shì\nZhuyin: ㄕˋ	1	function word	Identity verb in this chapter.
Chapter 1-5	Chinese -> English	Characters: 是	Meaning: am / is / are\nPinyin: shì\nZhuyin: ㄕˋ	1	function word	Identity verb in this chapter.
Chapter 1-5	Pinyin -> Chinese	Pinyin: shì\nZhuyin: ㄕˋ	Meaning: am / is / are\nCharacters: 是	1	function word	Identity verb in this chapter.
Chapter 1-5	English -> Chinese	Meaning: student	Characters: 學生\nPinyin: xuéshēng\nZhuyin: ㄒㄩㄝˊ ㄕㄥ	1	vocabulary	Noun.
Chapter 1-5	Chinese -> English	Characters: 學生	Meaning: student\nPinyin: xuéshēng\nZhuyin: ㄒㄩㄝˊ ㄕㄥ	1	vocabulary	Noun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: xuéshēng\nZhuyin: ㄒㄩㄝˊ ㄕㄥ	Meaning: student\nCharacters: 學生	1	vocabulary	Noun.
Chapter 1-5	English -> Chinese	Meaning: teacher	Characters: 老師\nPinyin: lǎoshī\nZhuyin: ㄌㄠˇ ㄕ	1	vocabulary	Noun and title after a surname.
Chapter 1-5	Chinese -> English	Characters: 老師	Meaning: teacher\nPinyin: lǎoshī\nZhuyin: ㄌㄠˇ ㄕ	1	vocabulary	Noun and title after a surname.
Chapter 1-5	Pinyin -> Chinese	Pinyin: lǎoshī\nZhuyin: ㄌㄠˇ ㄕ	Meaning: teacher\nCharacters: 老師	1	vocabulary	Noun and title after a surname.
Chapter 1-5	English -> Chinese	Meaning: person	Characters: 人\nPinyin: rén\nZhuyin: ㄖㄣˊ	1	vocabulary	Noun used after place names.
Chapter 1-5	Chinese -> English	Characters: 人	Meaning: person\nPinyin: rén\nZhuyin: ㄖㄣˊ	1	vocabulary	Noun used after place names.
Chapter 1-5	Pinyin -> Chinese	Pinyin: rén\nZhuyin: ㄖㄣˊ	Meaning: person\nCharacters: 人	1	vocabulary	Noun used after place names.
Chapter 1-5	English -> Chinese	Meaning: China	Characters: 中國\nPinyin: Zhōngguó\nZhuyin: ㄓㄨㄥ ㄍㄨㄛˊ	1	vocabulary	Place name.
Chapter 1-5	Chinese -> English	Characters: 中國	Meaning: China\nPinyin: Zhōngguó\nZhuyin: ㄓㄨㄥ ㄍㄨㄛˊ	1	vocabulary	Place name.
Chapter 1-5	Pinyin -> Chinese	Pinyin: Zhōngguó\nZhuyin: ㄓㄨㄥ ㄍㄨㄛˊ	Meaning: China\nCharacters: 中國	1	vocabulary	Place name.
Chapter 1-5	English -> Chinese	Meaning: Taiwan	Characters: 台灣\nPinyin: Táiwān\nZhuyin: ㄊㄞˊ ㄨㄢ	1	vocabulary	Place name.
Chapter 1-5	Chinese -> English	Characters: 台灣	Meaning: Taiwan\nPinyin: Táiwān\nZhuyin: ㄊㄞˊ ㄨㄢ	1	vocabulary	Place name.
Chapter 1-5	Pinyin -> Chinese	Pinyin: Táiwān\nZhuyin: ㄊㄞˊ ㄨㄢ	Meaning: Taiwan\nCharacters: 台灣	1	vocabulary	Place name.
Chapter 1-5	English -> Chinese	Meaning: possessive / connector particle	Characters: 的\nPinyin: de\nZhuyin: ˙ㄉㄜ	2	function word	Used in 我的名字.
Chapter 1-5	Chinese -> English	Characters: 的	Meaning: possessive / connector particle\nPinyin: de\nZhuyin: ˙ㄉㄜ	2	function word	Used in 我的名字.
Chapter 1-5	Pinyin -> Chinese	Pinyin: de\nZhuyin: ˙ㄉㄜ	Meaning: possessive / connector particle\nCharacters: 的	2	function word	Used in 我的名字.
Chapter 1-5	English -> Chinese	Meaning: name	Characters: 名字\nPinyin: míngzi\nZhuyin: ㄇㄧㄥˊ ˙ㄗ	2	vocabulary	Noun.
Chapter 1-5	Chinese -> English	Characters: 名字	Meaning: name\nPinyin: míngzi\nZhuyin: ㄇㄧㄥˊ ˙ㄗ	2	vocabulary	Noun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: míngzi\nZhuyin: ㄇㄧㄥˊ ˙ㄗ	Meaning: name\nCharacters: 名字	2	vocabulary	Noun.
Chapter 1-5	English -> Chinese	Meaning: this	Characters: 這\nPinyin: zhè\nZhuyin: ㄓㄜˋ	2	function word	Demonstrative.
Chapter 1-5	Chinese -> English	Characters: 這	Meaning: this\nPinyin: zhè\nZhuyin: ㄓㄜˋ	2	function word	Demonstrative.
Chapter 1-5	Pinyin -> Chinese	Pinyin: zhè\nZhuyin: ㄓㄜˋ	Meaning: this\nCharacters: 這	2	function word	Demonstrative.
Chapter 1-5	English -> Chinese	Meaning: she / her	Characters: 她\nPinyin: tā\nZhuyin: ㄊㄚ	2	function word	Pronoun.
Chapter 1-5	Chinese -> English	Characters: 她	Meaning: she / her\nPinyin: tā\nZhuyin: ㄊㄚ	2	function word	Pronoun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: tā\nZhuyin: ㄊㄚ	Meaning: she / her\nCharacters: 她	2	function word	Pronoun.
Chapter 1-5	English -> Chinese	Meaning: he / him	Characters: 他\nPinyin: tā\nZhuyin: ㄊㄚ	2	function word	Pronoun.
Chapter 1-5	Chinese -> English	Characters: 他	Meaning: he / him\nPinyin: tā\nZhuyin: ㄊㄚ	2	function word	Pronoun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: tā\nZhuyin: ㄊㄚ	Meaning: he / him\nCharacters: 他	2	function word	Pronoun.
Chapter 1-5	English -> Chinese	Meaning: also	Characters: 也\nPinyin: yě\nZhuyin: ㄧㄝˇ	2	function word	Adverb.
Chapter 1-5	Chinese -> English	Characters: 也	Meaning: also\nPinyin: yě\nZhuyin: ㄧㄝˇ	2	function word	Adverb.
Chapter 1-5	Pinyin -> Chinese	Pinyin: yě\nZhuyin: ㄧㄝˇ	Meaning: also\nCharacters: 也	2	function word	Adverb.
Chapter 1-5	English -> Chinese	Meaning: friend	Characters: 朋友\nPinyin: péngyǒu\nZhuyin: ㄆㄥˊ ㄧㄡˇ	2	vocabulary	Noun.
Chapter 1-5	Chinese -> English	Characters: 朋友	Meaning: friend\nPinyin: péngyǒu\nZhuyin: ㄆㄥˊ ㄧㄡˇ	2	vocabulary	Noun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: péngyǒu\nZhuyin: ㄆㄥˊ ㄧㄡˇ	Meaning: friend\nCharacters: 朋友	2	vocabulary	Noun.
Chapter 1-5	English -> Chinese	Meaning: today	Characters: 今天\nPinyin: jīntiān\nZhuyin: ㄐㄧㄣ ㄊㄧㄢ	2	vocabulary	Time word.
Chapter 1-5	Chinese -> English	Characters: 今天	Meaning: today\nPinyin: jīntiān\nZhuyin: ㄐㄧㄣ ㄊㄧㄢ	2	vocabulary	Time word.
Chapter 1-5	Pinyin -> Chinese	Pinyin: jīntiān\nZhuyin: ㄐㄧㄣ ㄊㄧㄢ	Meaning: today\nCharacters: 今天	2	vocabulary	Time word.
Chapter 1-5	English -> Chinese	Meaning: you	Characters: 你\nPinyin: nǐ\nZhuyin: ㄋㄧˇ	3	function word	Second-person pronoun.
Chapter 1-5	Chinese -> English	Characters: 你	Meaning: you\nPinyin: nǐ\nZhuyin: ㄋㄧˇ	3	function word	Second-person pronoun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: nǐ\nZhuyin: ㄋㄧˇ	Meaning: you\nCharacters: 你	3	function word	Second-person pronoun.
Chapter 1-5	English -> Chinese	Meaning: to be called	Characters: 叫\nPinyin: jiào\nZhuyin: ㄐㄧㄠˋ	3	function word	Naming verb.
Chapter 1-5	Chinese -> English	Characters: 叫	Meaning: to be called\nPinyin: jiào\nZhuyin: ㄐㄧㄠˋ	3	function word	Naming verb.
Chapter 1-5	Pinyin -> Chinese	Pinyin: jiào\nZhuyin: ㄐㄧㄠˋ	Meaning: to be called\nCharacters: 叫	3	function word	Naming verb.
Chapter 1-5	English -> Chinese	Meaning: what	Characters: 什麼\nPinyin: shénme\nZhuyin: ㄕㄣˊ ˙ㄇㄜ	3	function word	Question word.
Chapter 1-5	Chinese -> English	Characters: 什麼	Meaning: what\nPinyin: shénme\nZhuyin: ㄕㄣˊ ˙ㄇㄜ	3	function word	Question word.
Chapter 1-5	Pinyin -> Chinese	Pinyin: shénme\nZhuyin: ㄕㄣˊ ˙ㄇㄜ	Meaning: what\nCharacters: 什麼	3	function word	Question word.
Chapter 1-5	English -> Chinese	Meaning: thank you	Characters: 謝謝\nPinyin: xièxie\nZhuyin: ㄒㄧㄝˋ ˙ㄒㄧㄝ	3	vocabulary	Fixed expression.
Chapter 1-5	Chinese -> English	Characters: 謝謝	Meaning: thank you\nPinyin: xièxie\nZhuyin: ㄒㄧㄝˋ ˙ㄒㄧㄝ	3	vocabulary	Fixed expression.
Chapter 1-5	Pinyin -> Chinese	Pinyin: xièxie\nZhuyin: ㄒㄧㄝˋ ˙ㄒㄧㄝ	Meaning: thank you\nCharacters: 謝謝	3	vocabulary	Fixed expression.
Chapter 1-5	English -> Chinese	Meaning: good	Characters: 好\nPinyin: hǎo\nZhuyin: ㄏㄠˇ	3	vocabulary	Adjective.
Chapter 1-5	Chinese -> English	Characters: 好	Meaning: good\nPinyin: hǎo\nZhuyin: ㄏㄠˇ	3	vocabulary	Adjective.
Chapter 1-5	Pinyin -> Chinese	Pinyin: hǎo\nZhuyin: ㄏㄠˇ	Meaning: good\nCharacters: 好	3	vocabulary	Adjective.
Chapter 1-5	English -> Chinese	Meaning: question particle	Characters: 嗎\nPinyin: ma\nZhuyin: ˙ㄇㄚ	3	function word	Yes/no question particle.
Chapter 1-5	Chinese -> English	Characters: 嗎	Meaning: question particle\nPinyin: ma\nZhuyin: ˙ㄇㄚ	3	function word	Yes/no question particle.
Chapter 1-5	Pinyin -> Chinese	Pinyin: ma\nZhuyin: ˙ㄇㄚ	Meaning: question particle\nCharacters: 嗎	3	function word	Yes/no question particle.
Chapter 1-5	English -> Chinese	Meaning: here	Characters: 這裡\nPinyin: zhèlǐ\nZhuyin: ㄓㄜˋ ㄌㄧˇ	3	vocabulary	Place word.
Chapter 1-5	Chinese -> English	Characters: 這裡	Meaning: here\nPinyin: zhèlǐ\nZhuyin: ㄓㄜˋ ㄌㄧˇ	3	vocabulary	Place word.
Chapter 1-5	Pinyin -> Chinese	Pinyin: zhèlǐ\nZhuyin: ㄓㄜˋ ㄌㄧˇ	Meaning: here\nCharacters: 這裡	3	vocabulary	Place word.
Chapter 1-5	English -> Chinese	Meaning: correct / right	Characters: 對\nPinyin: duì\nZhuyin: ㄉㄨㄟˋ	3	vocabulary	Response word.
Chapter 1-5	Chinese -> English	Characters: 對	Meaning: correct / right\nPinyin: duì\nZhuyin: ㄉㄨㄟˋ	3	vocabulary	Response word.
Chapter 1-5	Pinyin -> Chinese	Pinyin: duì\nZhuyin: ㄉㄨㄟˋ	Meaning: correct / right\nCharacters: 對	3	vocabulary	Response word.
Chapter 1-5	English -> Chinese	Meaning: book	Characters: 書\nPinyin: shū\nZhuyin: ㄕㄨ	4	vocabulary	Noun.
Chapter 1-5	Chinese -> English	Characters: 書	Meaning: book\nPinyin: shū\nZhuyin: ㄕㄨ	4	vocabulary	Noun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: shū\nZhuyin: ㄕㄨ	Meaning: book\nCharacters: 書	4	vocabulary	Noun.
Chapter 1-5	English -> Chinese	Meaning: pen	Characters: 筆\nPinyin: bǐ\nZhuyin: ㄅㄧˇ	4	vocabulary	Noun.
Chapter 1-5	Chinese -> English	Characters: 筆	Meaning: pen\nPinyin: bǐ\nZhuyin: ㄅㄧˇ	4	vocabulary	Noun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: bǐ\nZhuyin: ㄅㄧˇ	Meaning: pen\nCharacters: 筆	4	vocabulary	Noun.
Chapter 1-5	English -> Chinese	Meaning: notebook	Characters: 本子\nPinyin: běnzi\nZhuyin: ㄅㄣˇ ˙ㄗ	4	vocabulary	Noun.
Chapter 1-5	Chinese -> English	Characters: 本子	Meaning: notebook\nPinyin: běnzi\nZhuyin: ㄅㄣˇ ˙ㄗ	4	vocabulary	Noun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: běnzi\nZhuyin: ㄅㄣˇ ˙ㄗ	Meaning: notebook\nCharacters: 本子	4	vocabulary	Noun.
Chapter 1-5	English -> Chinese	Meaning: school	Characters: 學校\nPinyin: xuéxiào\nZhuyin: ㄒㄩㄝˊ ㄒㄧㄠˋ	4	vocabulary	Place noun.
Chapter 1-5	Chinese -> English	Characters: 學校	Meaning: school\nPinyin: xuéxiào\nZhuyin: ㄒㄩㄝˊ ㄒㄧㄠˋ	4	vocabulary	Place noun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: xuéxiào\nZhuyin: ㄒㄩㄝˊ ㄒㄧㄠˋ	Meaning: school\nCharacters: 學校	4	vocabulary	Place noun.
Chapter 1-5	English -> Chinese	Meaning: home / family	Characters: 家\nPinyin: jiā\nZhuyin: ㄐㄧㄚ	4	vocabulary	Noun.
Chapter 1-5	Chinese -> English	Characters: 家	Meaning: home / family\nPinyin: jiā\nZhuyin: ㄐㄧㄚ	4	vocabulary	Noun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: jiā\nZhuyin: ㄐㄧㄚ	Meaning: home / family\nCharacters: 家	4	vocabulary	Noun.
Chapter 1-5	English -> Chinese	Meaning: classroom	Characters: 教室\nPinyin: jiàoshì\nZhuyin: ㄐㄧㄠˋ ㄕˋ	4	vocabulary	Place noun.
Chapter 1-5	Chinese -> English	Characters: 教室	Meaning: classroom\nPinyin: jiàoshì\nZhuyin: ㄐㄧㄠˋ ㄕˋ	4	vocabulary	Place noun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: jiàoshì\nZhuyin: ㄐㄧㄠˋ ㄕˋ	Meaning: classroom\nCharacters: 教室	4	vocabulary	Place noun.
Chapter 1-5	English -> Chinese	Meaning: table / desk	Characters: 桌子\nPinyin: zhuōzi\nZhuyin: ㄓㄨㄛ ˙ㄗ	4	vocabulary	Noun.
Chapter 1-5	Chinese -> English	Characters: 桌子	Meaning: table / desk\nPinyin: zhuōzi\nZhuyin: ㄓㄨㄛ ˙ㄗ	4	vocabulary	Noun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: zhuōzi\nZhuyin: ㄓㄨㄛ ˙ㄗ	Meaning: table / desk\nCharacters: 桌子	4	vocabulary	Noun.
Chapter 1-5	English -> Chinese	Meaning: water	Characters: 水\nPinyin: shuǐ\nZhuyin: ㄕㄨㄟˇ	4	vocabulary	Noun.
Chapter 1-5	Chinese -> English	Characters: 水	Meaning: water\nPinyin: shuǐ\nZhuyin: ㄕㄨㄟˇ	4	vocabulary	Noun.
Chapter 1-5	Pinyin -> Chinese	Pinyin: shuǐ\nZhuyin: ㄕㄨㄟˇ	Meaning: water\nCharacters: 水	4	vocabulary	Noun.
Chapter 1-5	English -> Chinese	Meaning: very / linking word before adjectives	Characters: 很\nPinyin: hěn\nZhuyin: ㄏㄣˇ	5	function word	Beginner expression support.
Chapter 1-5	Chinese -> English	Characters: 很	Meaning: very / linking word before adjectives\nPinyin: hěn\nZhuyin: ㄏㄣˇ	5	function word	Beginner expression support.
