card_id	deck	kind	source_chapter	prompt_language	answer_language	prompt	accepted_answers	distractors	explanation	lexical_ids	grammar_ids	geographic_ids	provenance_path	provenance_locator	provenance_evidence	examples	tags
zh-tghz2013-level-2/3509-map-01/hans-to-hant	通用规范汉字表 第2级	vocabulary	3509	zh-Hans	zh-Hant	韦（津巴布韦）	"[""韋（津巴布韋）""]"	"[]"		"[""zh-tghz2013.3509"",""zh-tghz2013.3509.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3509；对应码 3509_1	津巴布韦曾经是英国的殖民地。 ⇄ 津巴布韋曾經是英國的殖民地。 (context corpus-example; source tatoeba:801434; official mapping; lexical-context)	"[""津巴布韦曾经是英国的殖民地。"",""津巴布韋曾經是英國的殖民地。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hans-to-hant""]"
zh-tghz2013-level-2/3509-map-01/hant-to-hans	通用规范汉字表 第2级	vocabulary	3509	zh-Hant	zh-Hans	韋（津巴布韋）	"[""韦（津巴布韦）""]"	"[]"		"[""zh-tghz2013.3509"",""zh-tghz2013.3509.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3509；对应码 3509_1	津巴布韦曾经是英国的殖民地。 ⇄ 津巴布韋曾經是英國的殖民地。 (context corpus-example; source tatoeba:801434; official mapping; lexical-context)	"[""津巴布韦曾经是英国的殖民地。"",""津巴布韋曾經是英國的殖民地。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hant-to-hans""]"
zh-tghz2013-level-2/3522-map-01/hans-to-hant	通用规范汉字表 第2级	vocabulary	3522	zh-Hans	zh-Hant	闩（门闩）	"[""閂（門閂）""]"	"[]"		"[""zh-tghz2013.3522"",""zh-tghz2013.3522.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3522；对应码 3522_1	他把门闩上。 ⇄ 他把門閂上。 (context corpus-example; source tatoeba:350674; official mapping; lexical-context)	"[""他把门闩上。"",""他把門閂上。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hans-to-hant""]"
zh-tghz2013-level-2/3522-map-01/hant-to-hans	通用规范汉字表 第2级	vocabulary	3522	zh-Hant	zh-Hans	閂（門閂）	"[""闩（门闩）""]"	"[]"		"[""zh-tghz2013.3522"",""zh-tghz2013.3522.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3522；对应码 3522_1	他把门闩上。 ⇄ 他把門閂上。 (context corpus-example; source tatoeba:350674; official mapping; lexical-context)	"[""他把门闩上。"",""他把門閂上。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hant-to-hans""]"
zh-tghz2013-level-2/3523-map-01/hans-to-hant	通用规范汉字表 第2级	vocabulary	3523	zh-Hans	zh-Hant	讣（讣告）	"[""訃（訃告）""]"	"[]"		"[""zh-tghz2013.3523"",""zh-tghz2013.3523.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3523；对应码 3523_1	报纸讣告版面不断记录着新增的死亡。 ⇄ 報紙訃告版面不斷記錄著新增的死亡。 (context corpus-example; source leipzig:zho_news_2020_300K:158271; official mapping; lexical-context)	"[""报纸讣告版面不断记录着新增的死亡。"",""報紙訃告版面不斷記錄著新增的死亡。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hans-to-hant""]"
zh-tghz2013-level-2/3523-map-01/hant-to-hans	通用规范汉字表 第2级	vocabulary	3523	zh-Hant	zh-Hans	訃（訃告）	"[""讣（讣告）""]"	"[]"		"[""zh-tghz2013.3523"",""zh-tghz2013.3523.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3523；对应码 3523_1	报纸讣告版面不断记录着新增的死亡。 ⇄ 報紙訃告版面不斷記錄著新增的死亡。 (context corpus-example; source leipzig:zho_news_2020_300K:158271; official mapping; lexical-context)	"[""报纸讣告版面不断记录着新增的死亡。"",""報紙訃告版面不斷記錄著新增的死亡。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hant-to-hans""]"
zh-tghz2013-level-2/3537-map-01/hans-to-hant	通用规范汉字表 第2级	vocabulary	3537	zh-Hans	zh-Hant	劢（张君劢）	"[""勱（張君勱）""]"	"[]"		"[""zh-tghz2013.3537"",""zh-tghz2013.3537.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3537；对应码 3537_1	政协会议闭幕后，经王世杰和周恩来推荐，民社党的张君劢先生主持起草了《中华民国宪法草案》。 ⇄ 政協會議閉幕後，經王世傑和周恩來推薦，民社黨的張君勱先生主持起草了《中華民國憲法草案》。 (context corpus-example; source leipzig:zho_news_2020_300K:165137; official mapping; lexical-context)	"[""政协会议闭幕后，经王世杰和周恩来推荐，民社党的张君劢先生主持起草了《中华民国宪法草案》。"",""政協會議閉幕後，經王世傑和周恩來推薦，民社黨的張君勱先生主持起草了《中華民國憲法草案》。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hans-to-hant""]"
zh-tghz2013-level-2/3537-map-01/hant-to-hans	通用规范汉字表 第2级	vocabulary	3537	zh-Hant	zh-Hans	勱（張君勱）	"[""劢（张君劢）""]"	"[]"		"[""zh-tghz2013.3537"",""zh-tghz2013.3537.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3537；对应码 3537_1	政协会议闭幕后，经王世杰和周恩来推荐，民社党的张君劢先生主持起草了《中华民国宪法草案》。 ⇄ 政協會議閉幕後，經王世傑和周恩來推薦，民社黨的張君勱先生主持起草了《中華民國憲法草案》。 (context corpus-example; source leipzig:zho_news_2020_300K:165137; official mapping; lexical-context)	"[""政协会议闭幕后，经王世杰和周恩来推荐，民社党的张君劢先生主持起草了《中华民国宪法草案》。"",""政協會議閉幕後，經王世傑和周恩來推薦，民社黨的張君勱先生主持起草了《中華民國憲法草案》。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hant-to-hans""]"
zh-tghz2013-level-2/3550-map-01/hans-to-hant	通用规范汉字表 第2级	vocabulary	3550	zh-Hans	zh-Hant	刍（反刍）	"[""芻（反芻）""]"	"[]"		"[""zh-tghz2013.3550"",""zh-tghz2013.3550.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3550；对应码 3550_1	牛是一种反刍类的哺乳动物。 ⇄ 牛是一種反芻類的哺乳動物。 (context corpus-example; source tatoeba:1551891; official mapping; lexical-context)	"[""牛是一种反刍类的哺乳动物。"",""牛是一種反芻類的哺乳動物。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hans-to-hant""]"
zh-tghz2013-level-2/3550-map-01/hant-to-hans	通用规范汉字表 第2级	vocabulary	3550	zh-Hant	zh-Hans	芻（反芻）	"[""刍（反刍）""]"	"[]"		"[""zh-tghz2013.3550"",""zh-tghz2013.3550.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3550；对应码 3550_1	牛是一种反刍类的哺乳动物。 ⇄ 牛是一種反芻類的哺乳動物。 (context corpus-example; source tatoeba:1551891; official mapping; lexical-context)	"[""牛是一种反刍类的哺乳动物。"",""牛是一種反芻類的哺乳動物。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hant-to-hans""]"
zh-tghz2013-level-2/3551-map-01/hans-to-hant	通用规范汉字表 第2级	vocabulary	3551	zh-Hans	zh-Hant	邝（邝天雄）	"[""鄺（鄺天雄）""]"	"[]"		"[""zh-tghz2013.3551"",""zh-tghz2013.3551.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3551；对应码 3551_1	邝天雄是一个人名。 ⇄ 鄺天雄是一個人名。 (context authored-example; source project-authored; official mapping; lexical-context)	"[""邝天雄是一个人名。"",""鄺天雄是一個人名。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hans-to-hant""]"
zh-tghz2013-level-2/3551-map-01/hant-to-hans	通用规范汉字表 第2级	vocabulary	3551	zh-Hant	zh-Hans	鄺（鄺天雄）	"[""邝（邝天雄）""]"	"[]"		"[""zh-tghz2013.3551"",""zh-tghz2013.3551.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3551；对应码 3551_1	邝天雄是一个人名。 ⇄ 鄺天雄是一個人名。 (context authored-example; source project-authored; official mapping; lexical-context)	"[""邝天雄是一个人名。"",""鄺天雄是一個人名。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hant-to-hans""]"
zh-tghz2013-level-2/3554-map-01/hans-to-hant	通用规范汉字表 第2级	vocabulary	3554	zh-Hans	zh-Hant	讦（攻讦）	"[""訐（攻訐）""]"	"[]"		"[""zh-tghz2013.3554"",""zh-tghz2013.3554.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3554；对应码 3554_1	无论是出于哪一种心理，辱骂、攻讦、造谣明星都是不可取的。 ⇄ 無論是出於哪一種心理，辱罵、攻訐、造謠明星都是不可取的。 (context corpus-example; source leipzig:zho_news_2020_300K:170953; official mapping; lexical-context)	"[""无论是出于哪一种心理，辱骂、攻讦、造谣明星都是不可取的。"",""無論是出於哪一種心理，辱罵、攻訐、造謠明星都是不可取的。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hans-to-hant""]"
zh-tghz2013-level-2/3554-map-01/hant-to-hans	通用规范汉字表 第2级	vocabulary	3554	zh-Hant	zh-Hans	訐（攻訐）	"[""讦（攻讦）""]"	"[]"		"[""zh-tghz2013.3554"",""zh-tghz2013.3554.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3554；对应码 3554_1	无论是出于哪一种心理，辱骂、攻讦、造谣明星都是不可取的。 ⇄ 無論是出於哪一種心理，辱罵、攻訐、造謠明星都是不可取的。 (context corpus-example; source leipzig:zho_news_2020_300K:170953; official mapping; lexical-context)	"[""无论是出于哪一种心理，辱骂、攻讦、造谣明星都是不可取的。"",""無論是出於哪一種心理，辱罵、攻訐、造謠明星都是不可取的。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hant-to-hans""]"
zh-tghz2013-level-2/3555-map-01/hans-to-hant	通用规范汉字表 第2级	vocabulary	3555	zh-Hans	zh-Hant	讧（内讧）	"[""訌（內訌）""]"	"[]"		"[""zh-tghz2013.3555"",""zh-tghz2013.3555.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3555；对应码 3555_1	他们开始内讧了。 ⇄ 他們開始內訌了。 (context corpus-example; source tatoeba:1409086; official mapping; lexical-context)	"[""他们开始内讧了。"",""他們開始內訌了。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hans-to-hant""]"
zh-tghz2013-level-2/3555-map-01/hant-to-hans	通用规范汉字表 第2级	vocabulary	3555	zh-Hant	zh-Hans	訌（內訌）	"[""讧（内讧）""]"	"[]"		"[""zh-tghz2013.3555"",""zh-tghz2013.3555.map-01""]"	"[]"	"[]"	sources/mappings.tsv	规范字编号 3555；对应码 3555_1	他们开始内讧了。 ⇄ 他們開始內訌了。 (context corpus-example; source tatoeba:1409086; official mapping; lexical-context)	"[""他们开始内讧了。"",""他們開始內訌了。""]"	"[""chinese"",""simplified-traditional"",""tghz2013"",""level-2"",""bidirectional"",""one-context-sentence"",""hant-to-hans""]"
