card_id	deck	kind	source_chapter	prompt_language	answer_language	prompt	accepted_answers	distractors	explanation	lexical_ids	grammar_ids	geographic_ids	provenance_path	provenance_locator	provenance_evidence	examples	tags
ja-core/chapter-001-005/ja-greeting-konnichiwa-01/a-english-to-japanese	Chapter 1-5	vocabulary	1	en	ja	hello	"[""Japanese: こんにちは""]"	[]		"[""ja.greeting.konnichiwa"",""ja.greeting.konnichiwa.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 1	こんにちは。	"[""こんにちは。""]"	"[""japanese"",""reading"",""chapter-001-005"",""a-english-to-japanese""]"
ja-core/chapter-001-005/ja-greeting-konnichiwa-01/b-reading-to-japanese	Chapter 1-5	vocabulary	1	ja-Kana	ja	こんにちは	"[""Meaning: hello; Japanese: こんにちは""]"	[]		"[""ja.greeting.konnichiwa"",""ja.greeting.konnichiwa.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 1	こんにちは。	"[""こんにちは。""]"	"[""japanese"",""reading"",""chapter-001-005"",""b-reading-to-japanese""]"
ja-core/chapter-001-005/ja-greeting-konnichiwa-01/c-japanese-to-english	Chapter 1-5	vocabulary	1	ja	en	こんにちは	"[""Meaning: hello""]"	[]		"[""ja.greeting.konnichiwa"",""ja.greeting.konnichiwa.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 1	こんにちは。	"[""こんにちは。""]"	"[""japanese"",""reading"",""chapter-001-005"",""c-japanese-to-english""]"
ja-core/chapter-001-005/ja-greeting-hajimemashite-01/a-english-to-japanese	Chapter 1-5	vocabulary	1	en	ja	pleased to meet you	"[""Japanese: はじめまして""]"	[]		"[""ja.greeting.hajimemashite"",""ja.greeting.hajimemashite.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 3	はじめまして。高橋蓮です。	"[""はじめまして。高橋蓮です。"",""はじめまして。中村ゆきです。""]"	"[""japanese"",""reading"",""chapter-001-005"",""a-english-to-japanese""]"
ja-core/chapter-001-005/ja-greeting-hajimemashite-01/b-reading-to-japanese	Chapter 1-5	vocabulary	1	ja-Kana	ja	はじめまして	"[""Meaning: pleased to meet you; Japanese: はじめまして""]"	[]		"[""ja.greeting.hajimemashite"",""ja.greeting.hajimemashite.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 3	はじめまして。高橋蓮です。	"[""はじめまして。高橋蓮です。"",""はじめまして。中村ゆきです。""]"	"[""japanese"",""reading"",""chapter-001-005"",""b-reading-to-japanese""]"
ja-core/chapter-001-005/ja-greeting-hajimemashite-01/c-japanese-to-english	Chapter 1-5	vocabulary	1	ja	en	はじめまして	"[""Meaning: pleased to meet you""]"	[]		"[""ja.greeting.hajimemashite"",""ja.greeting.hajimemashite.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 3	はじめまして。高橋蓮です。	"[""はじめまして。高橋蓮です。"",""はじめまして。中村ゆきです。""]"	"[""japanese"",""reading"",""chapter-001-005"",""c-japanese-to-english""]"
ja-core/chapter-001-005/ja-noun-daigakusei-01/a-english-to-japanese	Chapter 1-5	vocabulary	1	en	ja	university student	"[""Reading: だいがくせい; Japanese: 大学生""]"	[]		"[""ja.noun.daigakusei"",""ja.noun.daigakusei.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 5	大学生です。	"[""大学生です。""]"	"[""japanese"",""reading"",""chapter-001-005"",""a-english-to-japanese""]"
ja-core/chapter-001-005/ja-noun-daigakusei-01/b-reading-to-japanese	Chapter 1-5	vocabulary	1	ja-Kana	ja	だいがくせい	"[""Meaning: university student; Japanese: 大学生""]"	[]		"[""ja.noun.daigakusei"",""ja.noun.daigakusei.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 5	大学生です。	"[""大学生です。""]"	"[""japanese"",""reading"",""chapter-001-005"",""b-reading-to-japanese""]"
ja-core/chapter-001-005/ja-noun-daigakusei-01/c-japanese-to-english	Chapter 1-5	vocabulary	1	ja	en	大学生	"[""Meaning: university student; Reading: だいがくせい""]"	[]		"[""ja.noun.daigakusei"",""ja.noun.daigakusei.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 5	大学生です。	"[""大学生です。""]"	"[""japanese"",""reading"",""chapter-001-005"",""c-japanese-to-english""]"
ja-core/chapter-001-005/ja-noun-kyoushi-01/a-english-to-japanese	Chapter 1-5	vocabulary	1	en	ja	teacher	"[""Reading: きょうし; Japanese: 教師""]"	[]		"[""ja.noun.kyoushi"",""ja.noun.kyoushi.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 6	教師です。	"[""教師です。""]"	"[""japanese"",""reading"",""chapter-001-005"",""a-english-to-japanese""]"
ja-core/chapter-001-005/ja-noun-kyoushi-01/b-reading-to-japanese	Chapter 1-5	vocabulary	1	ja-Kana	ja	きょうし	"[""Meaning: teacher; Japanese: 教師""]"	[]		"[""ja.noun.kyoushi"",""ja.noun.kyoushi.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 6	教師です。	"[""教師です。""]"	"[""japanese"",""reading"",""chapter-001-005"",""b-reading-to-japanese""]"
ja-core/chapter-001-005/ja-noun-kyoushi-01/c-japanese-to-english	Chapter 1-5	vocabulary	1	ja	en	教師	"[""Meaning: teacher; Reading: きょうし""]"	[]		"[""ja.noun.kyoushi"",""ja.noun.kyoushi.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 6	教師です。	"[""教師です。""]"	"[""japanese"",""reading"",""chapter-001-005"",""c-japanese-to-english""]"
ja-core/chapter-001-005/ja-expression-yoroshiku-onegaishimasu-01/a-english-to-japanese	Chapter 1-5	vocabulary	1	en	ja	I look forward to getting to know you	"[""Reading: よろしくおねがいします; Japanese: よろしくお願いします""]"	[]		"[""ja.expression.yoroshiku-onegaishimasu"",""ja.expression.yoroshiku-onegaishimasu.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 7	よろしくお願いします。	"[""よろしくお願いします。"",""こちらこそ、よろしくお願いします。""]"	"[""japanese"",""reading"",""chapter-001-005"",""a-english-to-japanese""]"
ja-core/chapter-001-005/ja-expression-yoroshiku-onegaishimasu-01/b-reading-to-japanese	Chapter 1-5	vocabulary	1	ja-Kana	ja	よろしくおねがいします	"[""Meaning: I look forward to getting to know you; Japanese: よろしくお願いします""]"	[]		"[""ja.expression.yoroshiku-onegaishimasu"",""ja.expression.yoroshiku-onegaishimasu.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 7	よろしくお願いします。	"[""よろしくお願いします。"",""こちらこそ、よろしくお願いします。""]"	"[""japanese"",""reading"",""chapter-001-005"",""b-reading-to-japanese""]"
ja-core/chapter-001-005/ja-expression-yoroshiku-onegaishimasu-01/c-japanese-to-english	Chapter 1-5	vocabulary	1	ja	en	よろしくお願いします	"[""Meaning: I look forward to getting to know you; Reading: よろしくおねがいします""]"	[]		"[""ja.expression.yoroshiku-onegaishimasu"",""ja.expression.yoroshiku-onegaishimasu.01""]"	[]	[]	units/japanese-core/chapter-001-a-first-meeting/chapter.md	Dialogue > line 7	よろしくお願いします。	"[""よろしくお願いします。"",""こちらこそ、よろしくお願いします。""]"	"[""japanese"",""reading"",""chapter-001-005"",""c-japanese-to-english""]"
