deck	direction	front	back	source_chapter	entry_type	notes
Chapter 6-10	English -> Chinese	Meaning: have	Characters: 有\nPinyin: yǒu	6	function word	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 有	Meaning: have\nPinyin: yǒu	6	function word	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: yǒu	Meaning: have\nCharacters: 有	6	function word	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: bag	Characters: 包\nPinyin: bāo	6	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 包	Meaning: bag\nPinyin: bāo	6	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: bāo	Meaning: bag\nCharacters: 包	6	vocabulary	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: phone	Characters: 手机\nPinyin: shǒujī	6	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 手机	Meaning: phone\nPinyin: shǒujī	6	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: shǒujī	Meaning: phone\nCharacters: 手机	6	vocabulary	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: key	Characters: 钥匙\nPinyin: yàoshi	6	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 钥匙	Meaning: key\nPinyin: yàoshi	6	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: yàoshi	Meaning: key\nCharacters: 钥匙	6	vocabulary	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: question particle	Characters: 吗\nPinyin: ma	7	function word	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 吗	Meaning: question particle\nPinyin: ma	7	function word	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: ma	Meaning: question particle\nCharacters: 吗	7	function word	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: do not have	Characters: 没有\nPinyin: méiyǒu	7	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 没有	Meaning: do not have\nPinyin: méiyǒu	7	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: méiyǒu	Meaning: do not have\nCharacters: 没有	7	vocabulary	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: computer	Characters: 电脑\nPinyin: diànnǎo	7	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 电脑	Meaning: computer\nPinyin: diànnǎo	7	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: diànnǎo	Meaning: computer\nCharacters: 电脑	7	vocabulary	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: notebook	Characters: 本子\nPinyin: běnzi	7	vocabulary	Core review entry.
Chapter 6-10	Chinese -> English	Characters: 本子	Meaning: notebook\nPinyin: běnzi	7	vocabulary	Core review entry.
Chapter 6-10	Pinyin -> Chinese	Pinyin: běnzi	Meaning: notebook\nCharacters: 本子	7	vocabulary	Core review entry.
Chapter 6-10	English -> Chinese	Meaning: want	Characters: 想要\nPinyin: xiǎng yào	8	function word	Core review entry.
