deck	direction	front	back	source_chapter	entry_type	notes
Chapter 21-25	Korean -> English	읽어요	read	21	function word	Verb.
Chapter 21-25	English -> Korean	read	읽어요	21	function word	Verb.
Chapter 21-25	Korean -> English	책	book	21	vocabulary	Noun.
Chapter 21-25	English -> Korean	book	책	21	vocabulary	Noun.
Chapter 21-25	Korean -> English	공책	notebook	21	vocabulary	Noun.
Chapter 21-25	English -> Korean	notebook	공책	21	vocabulary	Noun.
Chapter 21-25	Korean -> English	카드	card	21	vocabulary	Noun.
Chapter 21-25	English -> Korean	card	카드	21	vocabulary	Noun.
Chapter 21-25	Korean -> English	써요	write; use	22	function word	Verb.
Chapter 21-25	English -> Korean	write; use	써요	22	function word	Verb.
Chapter 21-25	Korean -> English	이름	name	22	vocabulary	Noun.
Chapter 21-25	English -> Korean	name	이름	22	vocabulary	Noun.
Chapter 21-25	Korean -> English	글	writing; text	22	vocabulary	Noun.
Chapter 21-25	English -> Korean	writing; text	글	22	vocabulary	Noun.
Chapter 21-25	Korean -> English	질문	question	22	vocabulary	Noun.
Chapter 21-25	English -> Korean	question	질문	22	vocabulary	Noun.
Chapter 21-25	Korean -> English	봐요	see; watch	23	function word	Verb.
Chapter 21-25	English -> Korean	see; watch	봐요	23	function word	Verb.
Chapter 21-25	Korean -> English	책	book	23	vocabulary	Noun.
Chapter 21-25	English -> Korean	book	책	23	vocabulary	Noun.
Chapter 21-25	Korean -> English	카드	card	23	vocabulary	Noun.
Chapter 21-25	English -> Korean	card	카드	23	vocabulary	Noun.
Chapter 21-25	Korean -> English	지도	map	23	vocabulary	Noun.
Chapter 21-25	English -> Korean	map	지도	23	vocabulary	Noun.
Chapter 21-25	Korean -> English	들어요	listen to	24	function word	Verb.
Chapter 21-25	English -> Korean	listen to	들어요	24	function word	Verb.
Chapter 21-25	Korean -> English	선생님	teacher	24	vocabulary	Noun.
Chapter 21-25	English -> Korean	teacher	선생님	24	vocabulary	Noun.
Chapter 21-25	Korean -> English	친구	friend	24	vocabulary	Noun.
Chapter 21-25	English -> Korean	friend	친구	24	vocabulary	Noun.
Chapter 21-25	Korean -> English	질문	question	24	vocabulary	Noun.
Chapter 21-25	English -> Korean	question	질문	24	vocabulary	Noun.
Chapter 21-25	Korean -> English	도와요	help	25	function word	Verb.
Chapter 21-25	English -> Korean	help	도와요	25	function word	Verb.
Chapter 21-25	Korean -> English	친구	friend	25	vocabulary	Noun.
Chapter 21-25	English -> Korean	friend	친구	25	vocabulary	Noun.
Chapter 21-25	Korean -> English	선생님	teacher	25	vocabulary	Noun.
Chapter 21-25	English -> Korean	teacher	선생님	25	vocabulary	Noun.
Chapter 21-25	Korean -> English	학생	student	25	vocabulary	Noun.
Chapter 21-25	English -> Korean	student	학생	25	vocabulary	Noun.
