deck	direction	front	back	source_chapter	entry_type	notes
Chapter 16-20	Korean -> English	좋아해요	like	16	function word	Verb.
Chapter 16-20	English -> Korean	like	좋아해요	16	function word	Verb.
Chapter 16-20	Korean -> English	밥	rice; meal	16	vocabulary	Noun.
Chapter 16-20	English -> Korean	rice; meal	밥	16	vocabulary	Noun.
Chapter 16-20	Korean -> English	국	soup	16	vocabulary	Noun.
Chapter 16-20	English -> Korean	soup	국	16	vocabulary	Noun.
Chapter 16-20	Korean -> English	우유	milk	16	vocabulary	Noun.
Chapter 16-20	English -> Korean	milk	우유	16	vocabulary	Noun.
Chapter 16-20	Korean -> English	필요해요	need	17	function word	Verb/adjective.
Chapter 16-20	English -> Korean	need	필요해요	17	function word	Verb/adjective.
Chapter 16-20	Korean -> English	가방	bag	17	vocabulary	Noun.
Chapter 16-20	English -> Korean	bag	가방	17	vocabulary	Noun.
Chapter 16-20	Korean -> English	전화기	phone	17	vocabulary	Noun.
Chapter 16-20	English -> Korean	phone	전화기	17	vocabulary	Noun.
Chapter 16-20	Korean -> English	열쇠	key	17	vocabulary	Noun.
Chapter 16-20	English -> Korean	key	열쇠	17	vocabulary	Noun.
Chapter 16-20	Korean -> English	해요	do	18	function word	Verb.
Chapter 16-20	English -> Korean	do	해요	18	function word	Verb.
Chapter 16-20	Korean -> English	공부	study	18	vocabulary	Noun.
Chapter 16-20	English -> Korean	study	공부	18	vocabulary	Noun.
Chapter 16-20	Korean -> English	일	work	18	vocabulary	Noun.
Chapter 16-20	English -> Korean	work	일	18	vocabulary	Noun.
Chapter 16-20	Korean -> English	질문	question	18	vocabulary	Noun.
Chapter 16-20	English -> Korean	question	질문	18	vocabulary	Noun.
Chapter 16-20	Korean -> English	먹어요	eat	19	function word	Verb.
Chapter 16-20	English -> Korean	eat	먹어요	19	function word	Verb.
Chapter 16-20	Korean -> English	밥	rice; meal	19	vocabulary	Noun.
Chapter 16-20	English -> Korean	rice; meal	밥	19	vocabulary	Noun.
Chapter 16-20	Korean -> English	국	soup	19	vocabulary	Noun.
Chapter 16-20	English -> Korean	soup	국	19	vocabulary	Noun.
Chapter 16-20	Korean -> English	빵	bread	19	vocabulary	Noun.
Chapter 16-20	English -> Korean	bread	빵	19	vocabulary	Noun.
Chapter 16-20	Korean -> English	마셔요	drink	20	function word	Verb.
Chapter 16-20	English -> Korean	drink	마셔요	20	function word	Verb.
Chapter 16-20	Korean -> English	물	water	20	vocabulary	Noun.
Chapter 16-20	English -> Korean	water	물	20	vocabulary	Noun.
Chapter 16-20	Korean -> English	우유	milk	20	vocabulary	Noun.
Chapter 16-20	English -> Korean	milk	우유	20	vocabulary	Noun.
Chapter 16-20	Korean -> English	차	tea	20	vocabulary	Noun.
Chapter 16-20	English -> Korean	tea	차	20	vocabulary	Noun.
