card_id	deck	kind	source_chapter	prompt_language	answer_language	prompt	accepted_answers	distractors	explanation	lexical_ids	grammar_ids	geographic_ids	provenance_path	provenance_locator	provenance_evidence	examples	tags
nl-core-review-046-050/nl-conjunction-zodra-immediate-sequence/target-to-source	Chapter 46-50	vocabulary	46	nl	en	zodra	["as soon as"]	[]	zodra reviews the canonical as soon as sense first introduced in Chapter 46.	["nl.conjunction.zodra", "nl.conjunction.zodra.immediate-sequence"]	[]	[]	units/dutch-core/chapter-046-supplies-for-the-cafe/chapter.md	Narrative > paragraph 1 > sentence 1	Zodra de levering komt, controleert Eva de flessen.	["Zodra de levering komt, controleert Eva de flessen.", "Zodra Eva de lijst afrondt, belt Eva voor een nieuwe levering.", "Zodra de voorraad klaar is, opent Eva het café."]	["dutch", "review-deck", "chapter-046-050", "vocabulary", "target-to-source"]
nl-core-review-046-050/nl-conjunction-zodra-immediate-sequence/source-to-target	Chapter 46-50	vocabulary	46	en	nl	as soon as	["zodra"]	[]	as soon as reviews the canonical zodra sense first introduced in Chapter 46.	["nl.conjunction.zodra", "nl.conjunction.zodra.immediate-sequence"]	[]	[]	units/dutch-core/chapter-046-supplies-for-the-cafe/chapter.md	Narrative > paragraph 1 > sentence 1	Zodra de levering komt, controleert Eva de flessen.	["Zodra de levering komt, controleert Eva de flessen.", "Zodra Eva de lijst afrondt, belt Eva voor een nieuwe levering.", "Zodra de voorraad klaar is, opent Eva het café."]	["dutch", "review-deck", "chapter-046-050", "vocabulary", "source-to-target"]
nl-core-review-046-050/nl-adverb-veel-large-quantity/target-to-source	Chapter 46-50	vocabulary	46	nl	en	veel	["much; many"]	[]	veel reviews the canonical much; many sense first introduced in Chapter 46.	["nl.adverb.veel", "nl.adverb.veel.large-quantity"]	[]	[]	units/dutch-core/chapter-046-supplies-for-the-cafe/chapter.md	Narrative > paragraph 1 > sentence 2	Er zijn veel flessen water en weinig flessen sap.	["Er zijn veel flessen water en weinig flessen sap.", "Milan brengt veel appels naar de voorraadkamer."]	["dutch", "review-deck", "chapter-046-050", "vocabulary", "target-to-source"]
nl-core-review-046-050/nl-adverb-veel-large-quantity/source-to-target	Chapter 46-50	vocabulary	46	en	nl	much; many	["veel"]	[]	much; many reviews the canonical veel sense first introduced in Chapter 46.	["nl.adverb.veel", "nl.adverb.veel.large-quantity"]	[]	[]	units/dutch-core/chapter-046-supplies-for-the-cafe/chapter.md	Narrative > paragraph 1 > sentence 2	Er zijn veel flessen water en weinig flessen sap.	["Er zijn veel flessen water en weinig flessen sap.", "Milan brengt veel appels naar de voorraadkamer."]	["dutch", "review-deck", "chapter-046-050", "vocabulary", "source-to-target"]
nl-core-review-046-050/nl-adverb-weinig-small-quantity/target-to-source	Chapter 46-50	vocabulary	46	nl	en	weinig	["little; few"]	[]	weinig reviews the canonical little; few sense first introduced in Chapter 46.	["nl.adverb.weinig", "nl.adverb.weinig.small-quantity"]	[]	[]	units/dutch-core/chapter-046-supplies-for-the-cafe/chapter.md	Narrative > paragraph 1 > sentence 2	Er zijn veel flessen water en weinig flessen sap.	["Er zijn veel flessen water en weinig flessen sap.", "Lotte ziet dat er weinig suiker is.", "Er is weinig ruimte in de kast, daarom ordent Milan de dozen."]	["dutch", "review-deck", "chapter-046-050", "vocabulary", "target-to-source"]
nl-core-review-046-050/nl-adverb-weinig-small-quantity/source-to-target	Chapter 46-50	vocabulary	46	en	nl	little; few	["weinig"]	[]	little; few reviews the canonical weinig sense first introduced in Chapter 46.	["nl.adverb.weinig", "nl.adverb.weinig.small-quantity"]	[]	[]	units/dutch-core/chapter-046-supplies-for-the-cafe/chapter.md	Narrative > paragraph 1 > sentence 2	Er zijn veel flessen water en weinig flessen sap.	["Er zijn veel flessen water en weinig flessen sap.", "Lotte ziet dat er weinig suiker is.", "Er is weinig ruimte in de kast, daarom ordent Milan de dozen."]	["dutch", "review-deck", "chapter-046-050", "vocabulary", "source-to-target"]
nl-core-review-046-050/nl-adverb-genoeg-sufficient-quantity/target-to-source	Chapter 46-50	vocabulary	46	nl	en	genoeg	["enough"]	[]	genoeg reviews the canonical enough sense first introduced in Chapter 46.	["nl.adverb.genoeg", "nl.adverb.genoeg.sufficient-quantity"]	[]	[]	units/dutch-core/chapter-046-supplies-for-the-cafe/chapter.md	Narrative > paragraph 2 > sentence 1	Er is genoeg bloem voor het brood.	["Er is genoeg bloem voor het brood.", "De familie heeft genoeg koffie voor honderd kopjes."]	["dutch", "review-deck", "chapter-046-050", "vocabulary", "target-to-source"]
nl-core-review-046-050/nl-adverb-genoeg-sufficient-quantity/source-to-target	Chapter 46-50	vocabulary	46	en	nl	enough	["genoeg"]	[]	enough reviews the canonical genoeg sense first introduced in Chapter 46.	["nl.adverb.genoeg", "nl.adverb.genoeg.sufficient-quantity"]	[]	[]	units/dutch-core/chapter-046-supplies-for-the-cafe/chapter.md	Narrative > paragraph 2 > sentence 1	Er is genoeg bloem voor het brood.	["Er is genoeg bloem voor het brood.", "De familie heeft genoeg koffie voor honderd kopjes."]	["dutch", "review-deck", "chapter-046-050", "vocabulary", "source-to-target"]
nl-core-review-046-050/nl-measure-liter-liter/target-to-source	Chapter 46-50	vocabulary	46	nl	en	de liter	["liter"]	[]	de liter reviews the canonical liter sense first introduced in Chapter 46.	["nl.measure.liter", "nl.measure.liter.liter"]	[]	[]	units/dutch-core/chapter-046-supplies-for-the-cafe/chapter.md	Narrative > paragraph 1 > sentence 3	Eva meet één liter melk voor de keuken.	["Eva meet één liter melk voor de keuken."]	["dutch", "review-deck", "chapter-046-050", "vocabulary", "target-to-source"]
nl-core-review-046-050/nl-measure-liter-liter/source-to-target	Chapter 46-50	vocabulary	46	en	nl	liter	["de liter"]	[]	liter reviews the canonical de liter sense first introduced in Chapter 46.	["nl.measure.liter", "nl.measure.liter.liter"]	[]	[]	units/dutch-core/chapter-046-supplies-for-the-cafe/chapter.md	Narrative > paragraph 1 > sentence 3	Eva meet één liter melk voor de keuken.	["Eva meet één liter melk voor de keuken."]	["dutch", "review-deck", "chapter-046-050", "vocabulary", "source-to-target"]
nl-core-review-046-050/nl-noun-fles-bottle/target-to-source	Chapter 46-50	vocabulary	46	nl	en	de fles	["bottle"]	[]	de fles reviews the canonical bottle sense first introduced in Chapter 46.	["nl.noun.fles", "nl.noun.fles.bottle"]	[]	[]	units/dutch-core/chapter-046-supplies-for-the-cafe/chapter.md	Narrative > paragraph 1 > sentence 1	Zodra de levering komt, controleert Eva de flessen.	["Zodra de levering komt, controleert Eva de flessen.", "Er zijn veel flessen water en weinig flessen sap."]	["dutch", "review-deck", "chapter-046-050", "vocabulary", "target-to-source"]
